id,creation_date,ref,marque,statuts,types,contrat,"type ticket",pseudo
511191,"2023-11-22 10:13:53",RAC173PTIL-A,RACING,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
511234,"2023-11-22 14:35:26",TT5MTP33-2,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511235,"2023-11-22 14:54:14",TTBCP33-4,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511291,"2023-11-22 15:54:42",TTLMP750SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511410,"2023-11-23 10:48:45",FPLMP196SP51,"NO NAME","Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
511416,"2023-11-23 11:03:30",HTRT65,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
511428,"2023-11-23 11:57:01",MHTP26,"MAC ALLISTER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511446,"2023-11-23 13:13:42",HY80-A-2,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
511587,"2023-11-24 10:54:41",ELMP145SP46,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511588,"2023-11-24 10:55:57",MLM3641-Li,"MAC ALLISTER","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511609,"2023-11-24 13:32:43",PPLMP167SP51,"PERFORMANCE POWER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511618,"2023-11-24 14:00:14",HBA20U2,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
511620,"2023-11-24 14:05:46",HTDT5075,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
511626,"2023-11-24 14:25:56",ELMP170SP51,ERBAUER,"Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
511627,"2023-11-24 14:27:14",HEL2530CAR,HYUNDAI,"Modération par un administrateur du devis proposé par la station",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
511962,"2023-11-26 21:11:58",HG4500I,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Quentin
512034,"2023-11-27 10:38:15",HG4000-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
512039,"2023-11-27 10:47:15",GL3AQ-39947-145,"NO NAME","La station doit faire un diagnostic de la machine.",NULL,"BCM JIWEI ","Demande de Garantie","01 - Agent Technique SWAP"
512043,"2023-11-27 11:00:29",HG1800i-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
512047,"2023-11-27 11:10:56",HG1800i-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
512229,"2023-11-28 09:00:03","BCU-0091 Anthracite",PERFECTLINE,"La station doit faire un diagnostic de la machine.",NULL,"BCM Better Choice","Demande de Garantie","01 - Agent Technique SWAP"
512271,"2023-11-28 13:53:26",TT159PPW,TITAN,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
512337,"2023-11-28 15:39:23",RAC5174F,RACING,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
512339,"2023-11-28 15:52:09",TTLMP300SP40,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
512341,"2023-11-28 15:57:57",TTLMP475iSSP46-M&S-2,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
512418,"2023-11-29 09:49:59",X-PRINT,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
512429,"2023-11-29 10:44:13",600094149,GARDENSTAR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","Auchan retail international","Demande de réparation en station.","Anna R"
512433,"2023-11-29 11:15:46",CID750W,CARREFOUR,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
512534,"2023-11-29 16:40:25",HEL2530CAR,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
512615,"2023-11-30 11:34:12",FPLMP196SP51,"NO NAME","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
512643,"2023-11-30 15:02:18",MPWP1800-3,"MAC ALLISTER","La station doit choisir comment s'occuper de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
512716,"2023-11-30 16:19:25",TTLMP170SP53-SOLO,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
512720,"2023-11-30 16:41:55",M5MTP25-3,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
512724,"2023-11-30 17:00:32",X-PRINT,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
512753,"2023-12-01 07:12:15",HG2700-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
512784,"2023-12-01 09:38:07",81967950,STERWINS,"La prestation n'a pas pu aboutir",NULL,"LEROY MERLIN FR - STERWINS","Prise en charge Hors Garantie",Roulio
512786,"2023-12-01 09:49:24",TTROP224,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","01 - Agent Technique SWAP"
512826,"2023-12-01 14:42:35","BCU-0091 Anthracite",PERFECTLINE,"La station doit faire un diagnostic de la machine.",NULL,"BCM Better Choice","Demande de Garantie",Serge
512834,"2023-12-01 15:23:14",ELM36SP-Li,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
513128,"2023-12-04 09:01:42",HTRTPRO5350-4-1,HYUNDAI,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
513143,"2023-12-04 09:56:32",HTDT5075-A1,HYUNDAI,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
513158,"2023-12-04 11:56:04",HBP1200,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP"
513187,"2023-12-04 15:25:50","TTBCP43-4 ",TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
513317,"2023-12-05 10:06:50",TTROP224,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
513340,"2023-12-05 12:05:09",HY80-A-2,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
513357,"2023-12-05 14:34:19",HFBE725TS,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
513359,"2023-12-05 14:46:25",HTRTPRO5350-4-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie",Nadine
513422,"2023-12-05 16:26:19",HDBT24-1,HYUNDAI,"Modération par un administrateur du devis proposé par la station",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
513465,"2023-12-06 07:13:45",HG5500-PL-A1,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
513468,"2023-12-06 07:35:07",HG4000-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
513477,"2023-12-06 08:37:17",HAC71PCS,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
513490,"2023-12-06 09:52:50",FPVSS18V4IN1,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","04 - Agent Pièces SWAP"
513496,"2023-12-06 10:15:00",TTLMP475iSSP46-M&S-2,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
513500,"2023-12-06 10:27:21",ELMP170SP51,ERBAUER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","01 - Agent Technique SWAP"
513670,"2023-12-07 12:13:45",FRT100EL,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
513680,"2023-12-07 13:12:51",X-PRINT,FEIDER,"Le client a accepté le devis, la station peut commencer la réparation",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP"
513770,"2023-12-07 17:04:21","PM 5160 SHW",MOWOX,"La station doit faire un diagnostic de la machine.",NULL,"Système U - DAYE EUROPE MOWOX","Demande de Garantie","Chloe T"
513803,"2023-12-08 06:46:42",TTBVP25-2,TITAN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","KINGFISHER (Bronze)","Demande de réparation en station.","01 - Agent Technique SWAP"
513871,"2023-12-08 13:03:32",MLMP300SP40,"MAC ALLISTER","La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Prise en charge Hors Garantie","01 - Agent Technique SWAP"
513872,"2023-12-08 13:05:51",CCAG20V2A,CARREFOUR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514137,"2023-12-11 09:43:06",HBP1300,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
514141,"2023-12-11 10:06:32",HG4000-PL,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514323,"2023-12-12 11:19:25",TTLMP875SP56VS,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","01 - Agent Technique SWAP"
514332,"2023-12-12 12:27:37","CSP2525 (PN2500-2A)",BRICOMARCHE,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BCM Johnwin","Prise en charge Hors Garantie",Nadine
514339,"2023-12-12 14:13:46",GL3AQ-39947-145,"NO NAME","La station doit faire un diagnostic de la machine.",NULL,"BCM JIWEI ","Demande de Garantie","01 - Agent Technique SWAP"
514397,"2023-12-12 17:48:24",HBP1200,HYUNDAI,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
514459,"2023-12-13 11:48:50",HG1800i-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514487,"2023-12-13 14:48:13",ASYBL0920020,"COUNTRY SIDE","La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
514532,"2023-12-13 16:37:36",TTLMP170SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
514533,"2023-12-13 16:44:09","H 96 T 13A776KF686",HELINGTON,"La station doit faire un diagnostic de la machine.",NULL,"INVIVO Garantie","Demande de Garantie","Florian MERCURI"
514575,"2023-12-14 08:34:25",PPLMP166SP51,"PERFORMANCE POWER","La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
514588,"2023-12-14 10:19:58",FPLMP196SP51,"NO NAME","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
514596,"2023-12-14 12:06:38",HG2700-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514599,"2023-12-14 12:09:21",RAC3100-A,RACING,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
514606,"2023-12-14 13:30:23",FPLM132-6,CASTORAMA,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
514609,"2023-12-14 14:29:38",HMTB50,HYUNDAI,"L'administrateur SWAP doit établir un devis pour le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
514652,"2023-12-14 16:42:23",HTRT3835-2C-1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
514715,"2023-12-15 10:52:17",HG2201-PL-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514731,"2023-12-15 13:57:22",HFC20U,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
514736,"2023-12-15 14:19:44",FRT90EL,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Frédéric
514738,"2023-12-15 14:30:02",RACT90EA,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Gamzat
514782,"2023-12-15 15:41:58",TTLMP875SP51,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
514786,"2023-12-15 16:20:10",MLMP550SP46-M&S,"MAC ALLISTER","La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","01 - Agent Technique SWAP"
515018,"2023-12-18 12:03:37",TTHTP26,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
515027,"2023-12-18 13:33:58",FTDT511ZT-A,FEIDER,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
515099,"2023-12-18 18:49:41",FC2400PAP4,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
515248,"2023-12-19 18:45:00",TTB832LWM,TITAN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","KINGFISHER (Bronze)","Demande de réparation en station.","01 - Agent Technique SWAP"
515296,"2023-12-20 08:47:49",HTRT65,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
515298,"2023-12-20 09:31:37",PPLMP166SP51,"PERFORMANCE POWER","DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
515306,"2023-12-20 10:18:11",ELMP170SP51,ERBAUER,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
515320,"2023-12-20 12:52:31",HG4000-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
515321,"2023-12-20 13:05:07",HG2700-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
515322,"2023-12-20 13:11:10",TTROP224,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
515342,"2023-12-20 15:18:03",ELMP145SP46,ERBAUER,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
515450,"2023-12-21 09:24:22",TTLMP875SP51,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
515479,"2023-12-21 12:54:41",HG2201-PL-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
515488,"2023-12-21 14:27:21",ECSP51,ERBAUER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
515547,"2023-12-21 16:09:53",HTRTPRO5350-4-1,HYUNDAI,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
515668,"2023-12-22 15:02:02",HEL2525C2-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
516047,"2023-12-26 12:05:32",HPVD16V-1,HYUNDAI,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie",Serge
516112,"2023-12-26 17:27:15",TTLMP750SP53,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
516178,"2023-12-27 11:20:06",RAC27PHT-1,RACING,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
516185,"2023-12-27 12:13:45",HG2700-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516191,"2023-12-27 13:02:10",JOL-YFT01,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
516309,"2023-12-28 10:59:16",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
516333,"2023-12-28 14:23:54",EBPW3000,ERBAUER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
516336,"2023-12-28 14:52:20",RACTHT264-1,RACING,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
516375,"2023-12-28 17:38:52",PPLMP167SP51,"PERFORMANCE POWER","Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
516379,"2023-12-28 17:54:58",MLMP550SP46-M&S,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
516416,"2023-12-29 12:12:17",TTLMP170SP53,TITAN,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
516421,"2023-12-29 13:20:18",TTLMP300SP40,TITAN,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
516464,"2023-12-29 16:20:17",TTLMP167SP51,TITAN,"En attente de paiement du panier par le client",NULL,"HG Divers","Prise en charge Hors Garantie",Nadine
516466,"2023-12-29 16:49:12",ECSP51,ERBAUER,"En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
516467,"2023-12-29 17:22:25",HTRTPRO5350-4-1,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
516587,"2024-01-02 10:02:52",TTHTP26,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
516668,"2024-01-03 09:39:32",HG2201-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516670,"2024-01-03 09:49:18",HG2201-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516682,"2024-01-03 11:27:36",HM20V2A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516788,"2024-01-04 09:19:31",TTLMP170SP53,TITAN,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,KINGFISHER,"Demande de pièces dans le cadre de la garantie","04 - Agent Pièces SWAP"
516804,"2024-01-04 11:22:35",HG2201-PL-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516806,"2024-01-04 11:44:08",HG4000-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
516858,"2024-01-04 15:48:44",HFBE8T55,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
516914,"2024-01-05 10:46:29",RAC3100-B,RACING,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
517135,"2024-01-08 07:41:26",JHS-A020,ELSAY,"La station doit faire un diagnostic de la machine.",NULL,"JHS CLIM -LECLERC","Demande de Garantie","Florian MERCURI"
517149,"2024-01-08 10:10:09",TTROP224,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
517170,"2024-01-08 13:30:50",MLMP550SP46-M&S,"MAC ALLISTER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
517228,"2024-01-08 16:43:43",HTDT5075-A,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
517295,"2024-01-09 10:38:44",HG2700-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
517299,"2024-01-09 11:01:47",HMELB20V2A,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Quentin
517435,"2024-01-10 10:03:54",HG2700-PL,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
517443,"2024-01-10 10:55:21","IRIYA SEC",GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
517456,"2024-01-10 13:01:21",EBPW3000,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517531,"2024-01-10 16:35:03",TTBCP33-4,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517557,"2024-01-11 06:44:50",RACT90EA-2,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Jan
517576,"2024-01-11 08:43:58",FBRE40V,FEIDER,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
517598,"2024-01-11 10:42:30",APW-VBT-130P(B),FOXTER,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","Réparation sous garantie","NHP FOXTER - LECLERC","Demande de réparation en station.","01 - Agent Technique SWAP"
517609,"2024-01-11 12:53:11",TT6MTP52,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517672,"2024-01-11 17:27:05",HG4000I-A1,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
517677,"2024-01-11 18:25:43",82248122,STERWINS,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","LEROY MERLIN FR - STERWINS","Demande de réparation en station.",Roulio
517738,"2024-01-12 09:54:46",EBPW3000,ERBAUER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517741,"2024-01-12 10:09:31",HTRTPRO5350,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
517751,"2024-01-12 11:09:29",HPV20V,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
517753,"2024-01-12 11:20:35",HBAT40V4-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
517757,"2024-01-12 12:15:21",TTLMP170SP53,TITAN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517772,"2024-01-12 14:33:46",TTCSP25,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
