id,creation_date,ref,marque,statuts,types,contrat,"type ticket",pseudo
520593,"2024-02-03 13:59:58",X-HTRT45-5-1,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","01 - Agent Technique SWAP"
520596,"2024-02-03 14:33:15",SONDRIO,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
520598,"2024-02-03 14:43:28",HMELB20V2A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
520603,"2024-02-03 14:53:47","CSP2525 (PN2500-2A)",BRICOMARCHE,"La station doit faire un diagnostic de la machine.",NULL,"BCM Johnwin","Demande de Garantie","01 - Agent Technique SWAP"
520605,"2024-02-03 15:04:12",SONDRIO,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
520606,"2024-02-03 15:06:29",RAC6224PR-1,RACING,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
520607,"2024-02-03 15:07:53",ABW-VBS-100P(B),FOXTER,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","NHP FOXTER - LECLERC","Demande de réparation en station.","01 - Agent Technique SWAP"
520653,"2024-02-03 16:16:46","IRIYA FLUIDE",GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie","03 - Agent Vérification SWAP"
520654,"2024-02-03 16:19:15",X-PRINT,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","03 - Agent Vérification SWAP"
520655,"2024-02-03 16:20:16","IRIYA FLUIDE",GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie","03 - Agent Vérification SWAP"
